X,Y,ROAD,ROAD_NAME,COMMON_USAGE_NAME,SLK,CWY,TRUE_DIST,NETWORK_TYPE,RA_NO,RA_NAME,LG_NO,LG_NAME,XSP,DATE_APPROVED,DATE_INSTALLED,ASSET_NO,PANEL_COUNT,PANEL_01_DESIGN,PANEL_01_DESIGN_MEANING,PANEL_02_DESIGN,PANEL_02_DESIGN_MEANING,PANEL_03_DESIGN,PANEL_03_DESIGN_MEANING,PANEL_04_DESIGN,PANEL_04_DESIGN_MEANING,LATITUDE,LONGITUDE,REGULATORY_SIGN_TYPE,ROUTE_NE_ID,OBJECTID,PANEL_01_COMMENT,PANEL_02_COMMENT,PANEL_03_COMMENT,PANEL_04_COMMENT,GlobalID
114.932558,-29.260253,5080079,Francis Rd,Francis Rd,0.018,Single,0.018,Local Road,14,Mid West-Gascoyne,508,Irwin,Median,,,,1,R2-3A(L),KEEP LEFT (450 X 600),,,,,,,-29.260253,114.932558,Other,215695,22195798,,,,,{F99600BF-3EB7-453A-A2A3-B3C365459064}
115.898109,-31.340495,5070069,Brockman St,Brockman St,1.305,Single,1.305,Local Road,8,Wheatbelt,507,Gingin,Median,,,,1,R2-3A(L),KEEP LEFT (450 X 600),,,,,,,-31.340495,115.898109,Other,205552,22195799,,,,,{FF01F6B7-411D-42D6-9136-E9662C30CECC}
115.84716,-31.260816,5070264,Boonanarring Rd,Boonanarring Rd,1.808,Single,1.808,Local Road,8,Wheatbelt,507,Gingin,Median,,2010/11/09 16:00:00+00,,1,R2-3A(L),KEEP LEFT (450 X 600),,,,,,,-31.260816,115.84716,Other,204685,22195800,MIW-9515,,,,{F0834B15-968B-439D-9712-29FFBB75EE11}
114.77316,-28.96604,5051045,Hamersley Rd,Hamersley Rd,0.04,Single,0.04,Local Road,14,Mid West-Gascoyne,505,Greater Geraldton (C),Median,,2014/09/23 16:00:00+00,,1,R2-3A(L),KEEP LEFT (450 X 600),,,,,,,-28.96604,114.77316,Other,79944229,22195801,,,,,{933E4E71-0812-4C62-94B9-E421AE30EABC}
121.678061,-33.050379,6040551,Eldred Rd,Eldred Rd,0.03,Single,0.03,Local Road,5,Goldfields - Esperance,604,Esperance,Verge,,,0,2,R6-24A,RAILWAY CROSSING (POSITION) (1350 X 178 - EACH CROSSARM),R1-1B,STOP (750 X 750),,,,,-33.050379,121.678061,Other,213566,22195802,,,,,{87467C23-93C6-41A2-9C6A-50C9917794F7}
121.67817,-33.050333,6040551,Eldred Rd,Eldred Rd,0.05,Single,0.05,Local Road,5,Goldfields - Esperance,604,Esperance,Verge,,,0,2,R6-24A,RAILWAY CROSSING (POSITION) (1350 X 178 - EACH CROSSARM),R1-1B,STOP (750 X 750),,,,,-33.050333,121.67817,Other,213566,22195803,,,,,{3C7F1351-522A-48EE-9636-12C2FBC6A1AF}
121.556193,-32.789638,6040526,Kumarl Rd,Kumarl Rd,0.05,Single,0.05,Local Road,5,Goldfields - Esperance,604,Esperance,Verge,,,0,2,R6-24A,RAILWAY CROSSING (POSITION) (1350 X 178 - EACH CROSSARM),R1-1B,STOP (750 X 750),,,,,-32.789638,121.556193,Other,223891,22195804,,,,,{7276305E-E13F-42E6-8F72-7F3E8211DD19}
121.556026,-32.789644,6040526,Kumarl Rd,Kumarl Rd,0.03,Single,0.03,Local Road,5,Goldfields - Esperance,604,Esperance,Verge,,,0,2,R6-24A,RAILWAY CROSSING (POSITION) (1350 X 178 - EACH CROSSARM),R1-1B,STOP (750 X 750),,,,,-32.789644,121.556026,Other,223891,22195805,,,,,{8356926E-F449-4366-8FDD-5209BABE1EB0}
121.566679,-32.8126,6040527,Quast Rd,Quast Rd,0.03,Single,0.03,Local Road,5,Goldfields - Esperance,604,Esperance,Verge,,,0,2,R6-24A,RAILWAY CROSSING (POSITION) (1350 X 178 - EACH CROSSARM),R1-1B,STOP (750 X 750),,,,,-32.8126,121.566679,Other,234864,22195806,,,,,{DAD0560E-3F25-4101-B4F9-AF117DB7BB87}
121.566816,-32.812617,6040527,Quast Rd,Quast Rd,0.05,Single,0.05,Local Road,5,Goldfields - Esperance,604,Esperance,Verge,,,0,2,R6-24A,RAILWAY CROSSING (POSITION) (1350 X 178 - EACH CROSSARM),R1-1B,STOP (750 X 750),,,,,-32.812617,121.566816,Other,234864,22195807,,,,,{24DC6CDC-9819-4952-9B40-14E2348597D7}
121.63876,-33.075351,6040555,Circle Valley Rd,Circle Valley Rd,0.05,Single,0.05,Local Road,5,Goldfields - Esperance,604,Esperance,Verge,,,0,2,R6-24A,RAILWAY CROSSING (POSITION) (1350 X 178 - EACH CROSSARM),R1-1B,STOP (750 X 750),,,,,-33.075351,121.63876,Other,208535,22195808,,,,,{9CA7E3D6-D2B0-45BE-A61D-487D17A44817}
121.663301,-31.20362,6020047,Larkin St,Larkin St,0.08,Single,0.08,Local Road,5,Goldfields - Esperance,602,Coolgardie,Verge,,,0,4,MR-RS-17,SUPPLEMENTARY PLATE TO ENHANCE SCHOOL ZONE SIGNS (600 X 440),MR-RS-23,VARIABLE SPEED LIMIT SIGN,MR-RS-11,SCHOOL ZONE TIMES (600 X 600),R4-9B,END SCHOOL ZONE (600 X 600),-31.20362,121.663301,Other,224504,22195809,,,,,{946B6F5F-B583-4D8F-94E1-45D213437628}
121.663301,-31.20362,6020047,Larkin St,Larkin St,0.08,Single,0.08,Local Road,5,Goldfields - Esperance,602,Coolgardie,Verge,,,0,4,MR-RS-17,SUPPLEMENTARY PLATE TO ENHANCE SCHOOL ZONE SIGNS (600 X 440),MR-RS-23,VARIABLE SPEED LIMIT SIGN,MR-RS-11,SCHOOL ZONE TIMES (600 X 600),R4-9B,END SCHOOL ZONE (600 X 600),-31.20362,121.663301,Other,224504,22195810,,,,,{F6F94EE0-B644-45A8-AE55-37008D2428C9}
121.665291,-31.205849,6020047,Larkin St,Larkin St,0.27,Single,0.27,Local Road,5,Goldfields - Esperance,602,Coolgardie,Verge,,,0,4,MR-RS-17,SUPPLEMENTARY PLATE TO ENHANCE SCHOOL ZONE SIGNS (600 X 440),MR-RS-23,VARIABLE SPEED LIMIT SIGN,MR-RS-11,SCHOOL ZONE TIMES (600 X 600),R4-9B,END SCHOOL ZONE (600 X 600),-31.205849,121.665291,Other,224504,22195811,,,,,{AA5AF8E2-AC78-4536-BC72-3A86C1D4302B}
121.665291,-31.205849,6020047,Larkin St,Larkin St,0.27,Single,0.27,Local Road,5,Goldfields - Esperance,602,Coolgardie,Verge,,,0,4,MR-RS-17,SUPPLEMENTARY PLATE TO ENHANCE SCHOOL ZONE SIGNS (600 X 440),MR-RS-23,VARIABLE SPEED LIMIT SIGN,MR-RS-11,SCHOOL ZONE TIMES (600 X 600),R4-9B,END SCHOOL ZONE (600 X 600),-31.205849,121.665291,Other,224504,22195812,,,,,{A9D508E4-C16A-49C1-AEDF-7105AC5CB22A}
121.665259,-31.203082,6020046,Basalt St,Basalt St,0.06,Single,0.06,Local Road,5,Goldfields - Esperance,602,Coolgardie,Verge,,,0,2,MR-RS-15B,ENHANCED SCHOOL ZONE SIGN (ALL REGIONS EXCEPT NORTHERN REGIONS) (600 X 1500),R4-9B,END SCHOOL ZONE (600 X 600),,,,,-31.203082,121.665259,Other,202919,22195813,,,,,{EC94E303-796F-49FC-8C61-6F2C3B2E8477}
121.665259,-31.203082,6020046,Basalt St,Basalt St,0.06,Single,0.06,Local Road,5,Goldfields - Esperance,602,Coolgardie,Verge,,,0,2,MR-RS-15B,ENHANCED SCHOOL ZONE SIGN (ALL REGIONS EXCEPT NORTHERN REGIONS) (600 X 1500),R4-9B,END SCHOOL ZONE (600 X 600),,,,,-31.203082,121.665259,Other,202919,22195814,,,,,{47FDA95C-1B48-4A4A-8FB3-0EAF49EF07EA}
121.666303,-31.205369,6020042,New Compton St,New Compton St,0.05,Single,0.05,Local Road,5,Goldfields - Esperance,602,Coolgardie,Verge,,,0,2,MR-RS-15B,ENHANCED SCHOOL ZONE SIGN (ALL REGIONS EXCEPT NORTHERN REGIONS) (600 X 1500),R4-9B,END SCHOOL ZONE (600 X 600),,,,,-31.205369,121.666303,Other,230688,22195815,,,,,{6CB4C765-8BE4-4311-943E-8A29193D0C44}
121.666303,-31.205369,6020042,New Compton St,New Compton St,0.05,Single,0.05,Local Road,5,Goldfields - Esperance,602,Coolgardie,Verge,,,0,2,MR-RS-15B,ENHANCED SCHOOL ZONE SIGN (ALL REGIONS EXCEPT NORTHERN REGIONS) (600 X 1500),R4-9B,END SCHOOL ZONE (600 X 600),,,,,-31.205369,121.666303,Other,230688,22195816,,,,,{3B301C74-C204-465B-B82D-7A4F18AA1143}
121.666625,-31.204921,6020059,New Clayton St,New Clayton St,0.17,Single,0.17,Local Road,5,Goldfields - Esperance,602,Coolgardie,Verge,,,0,2,MR-RS-15B,ENHANCED SCHOOL ZONE SIGN (ALL REGIONS EXCEPT NORTHERN REGIONS) (600 X 1500),R4-9B,END SCHOOL ZONE (600 X 600),,,,,-31.204921,121.666625,Other,230687,22195817,,,,,{B289014A-2195-449B-9E9D-0BC260CD5501}
121.666708,-31.204888,6020059,New Clayton St,New Clayton St,0.18,Single,0.18,Local Road,5,Goldfields - Esperance,602,Coolgardie,Verge,,,0,2,MR-RS-15B,ENHANCED SCHOOL ZONE SIGN (ALL REGIONS EXCEPT NORTHERN REGIONS) (600 X 1500),R4-9B,END SCHOOL ZONE (600 X 600),,,,,-31.204888,121.666708,Other,230687,22195818,,,,,{F6E9CD25-2EA5-4461-A9DF-4E9497494AB9}
121.666488,-31.203454,6020047,Larkin St,Larkin St,0.4,Single,0.4,Local Road,5,Goldfields - Esperance,602,Coolgardie,Verge,,,0,4,MR-RS-17,SUPPLEMENTARY PLATE TO ENHANCE SCHOOL ZONE SIGNS (600 X 440),MR-RS-23,VARIABLE SPEED LIMIT SIGN,MR-RS-11,SCHOOL ZONE TIMES (600 X 600),R4-9B,END SCHOOL ZONE (600 X 600),-31.203454,121.666488,Other,224504,22195819,,,,,{85B6DF41-77DF-4437-A2CC-260F7DFB566C}
121.666488,-31.203454,6020047,Larkin St,Larkin St,0.4,Single,0.4,Local Road,5,Goldfields - Esperance,602,Coolgardie,Verge,,,0,4,MR-RS-17,SUPPLEMENTARY PLATE TO ENHANCE SCHOOL ZONE SIGNS (600 X 440),MR-RS-23,VARIABLE SPEED LIMIT SIGN,MR-RS-11,SCHOOL ZONE TIMES (600 X 600),R4-9B,END SCHOOL ZONE (600 X 600),-31.203454,121.666488,Other,224504,22195820,,,,,{FE06B33C-1C44-499F-B0AC-1A2BE2E81707}
121.170501,-30.954206,6020035,Renou St,Renou St,0.15,Single,0.15,Local Road,5,Goldfields - Esperance,602,Coolgardie,Verge,,,,1,MR-RPK-5(L),30 MIN PARKING WITH TIMES (METER OPTIONAL) - LEFT (225 X 450),,,,,,,-30.954206,121.170501,Other,235800,22195821,,,,,{4D4A83A1-0FE6-4CE6-9EC4-12B79D7D9EF2}
121.175991,-30.954233,H010,Coolgardie Esperance Hwy,Coolgardie Esperance Hwy,0.01,Single,0.01,State Road,5,Goldfields - Esperance,602,Coolgardie,Median,,,,1,R2-3B(L),KEEP LEFT (600 X 800),,,,,,,-30.954233,121.175991,Other,247618,22195822,KEEP LEFT,,,,{C030D302-F416-44D9-8658-57508E94BF82}
121.176412,-30.955098,H010,Coolgardie Esperance Hwy,Coolgardie Esperance Hwy,0.05,Single,0.05,State Road,5,Goldfields - Esperance,602,Coolgardie,Median,,,,1,R2-3B(L),KEEP LEFT (600 X 800),,,,,,,-30.955098,121.176412,Other,247618,22195823,KEEP LEFT,,,,{CF2CC2D7-ED87-4917-AE6F-DA5BF5912AC0}
120.171558,-30.826957,6020012,Ryans Find Rd,Ryans Find Rd,49.24,Single,49.24,Local Road,5,Goldfields - Esperance,602,Coolgardie,Verge,,,0,2,R6-24A,RAILWAY CROSSING (POSITION) (1350 X 178 - EACH CROSSARM),R1-1B,STOP (750 X 750),,,,,-30.826957,120.171558,Other,237428,22195824,,,,,{BBA6A6F1-1B7B-4955-B45A-4F282E9C39B8}
120.171534,-30.826795,6020012,Ryans Find Rd,Ryans Find Rd,49.25,Single,49.25,Local Road,5,Goldfields - Esperance,602,Coolgardie,Verge,,,0,2,R6-24A,RAILWAY CROSSING (POSITION) (1350 X 178 - EACH CROSSARM),R1-1B,STOP (750 X 750),,,,,-30.826795,120.171534,Other,237428,22195825,,,,,{5ADC7799-41BC-45C5-A95E-79EA5F3CC999}
120.32319,-30.821934,602Z111,Mt Walton Access,Mt Walton Access,44.57,Single,44.57,Miscellaneous Road,5,Goldfields - Esperance,602,Coolgardie,Verge,,,0,2,R6-24A,RAILWAY CROSSING (POSITION) (1350 X 178 - EACH CROSSARM),R1-1B,STOP (750 X 750),,,,,-30.821934,120.32319,Other,548903808,22195826,,,,,{F64EEDEE-D117-4798-91AC-98F9622C7E76}
120.323185,-30.821815,602Z111,Mt Walton Access,Mt Walton Access,44.58,Single,44.58,Miscellaneous Road,5,Goldfields - Esperance,602,Coolgardie,Verge,,,0,2,R6-24A,RAILWAY CROSSING (POSITION) (1350 X 178 - EACH CROSSARM),R1-1B,STOP (750 X 750),,,,,-30.821815,120.323185,Other,548903808,22195827,,,,,{8EFDD2D9-A594-4183-9B4A-07867F297394}
121.101293,-30.860165,6020052,Jaurdi Hills Rd,Jaurdi Hills Rd,11.61,Single,11.61,Local Road,5,Goldfields - Esperance,602,Coolgardie,Verge,,,0,2,R6-24A,RAILWAY CROSSING (POSITION) (1350 X 178 - EACH CROSSARM),R1-1B,STOP (750 X 750),,,,,-30.860165,121.101293,Other,221781,22195828,,,,,{AA5F40F2-2361-4A68-A2C3-460353751B07}
121.101269,-30.860055,6020052,Jaurdi Hills Rd,Jaurdi Hills Rd,11.62,Single,11.62,Local Road,5,Goldfields - Esperance,602,Coolgardie,Verge,,,0,2,R6-24A,RAILWAY CROSSING (POSITION) (1350 X 178 - EACH CROSSARM),R1-1B,STOP (750 X 750),,,,,-30.860055,121.101269,Other,221781,22195829,,,,,{92758EEC-E0AB-49D6-8C6F-7DFBBA34CF24}
116.466523,-29.821438,,,,,,,,14,Mid West-Gascoyne,514,Perenjori,Verge,,,,3,R6-24A,RAILWAY CROSSING (POSITION) (1350 X 178 - EACH CROSSARM),R1-1B,STOP (750 X 750),G9-48B,LOOK FOR TRAINS (750X750),,,-29.821438,116.466523,Other,,22195830,,,,,{54F4DAB0-E8C2-4CF3-9C0C-2FE3690AC425}
116.466627,-29.8215,,,,,,,,14,Mid West-Gascoyne,514,Perenjori,Verge,,,,3,R6-24A,RAILWAY CROSSING (POSITION) (1350 X 178 - EACH CROSSARM),R1-1B,STOP (750 X 750),G9-48B,LOOK FOR TRAINS (750X750),,,-29.8215,116.466627,Other,,22195831,,,,,{F12031B3-1190-47E2-BEB9-A5F15D6D6B76}
116.501317,-29.879528,5140061,Maya East Rd,Maya East Rd,0,Single,0,Local Road,14,Mid West-Gascoyne,514,Perenjori,Verge,,,,3,R6-24A,RAILWAY CROSSING (POSITION) (1350 X 178 - EACH CROSSARM),R1-1B,STOP (750 X 750),G9-48B,LOOK FOR TRAINS (750X750),,,-29.879528,116.501317,Other,227450,22195832,,,,,{1F2C3EA1-B202-429B-BE79-684B1174FB77}
116.501443,-29.879555,5140061,Maya East Rd,Maya East Rd,0,Single,0,Local Road,14,Mid West-Gascoyne,514,Perenjori,Verge,,,,3,R6-24A,RAILWAY CROSSING (POSITION) (1350 X 178 - EACH CROSSARM),R1-1B,STOP (750 X 750),G9-48B,LOOK FOR TRAINS (750X750),,,-29.879555,116.501443,Other,227450,22195833,,,,,{6A7E4970-AF6C-437C-A5D9-E2A3AFE3CD44}
114.64707,-28.39447,H007,North West Coastal Hwy,North West Coastal Hwy,46.61,Single,46.63,State Road,14,Mid West-Gascoyne,513,Northampton,Left,,2019/07/08 16:00:00+00,,2,R6-29,KEEP LEFT UNLESS OVERTAKING (2400 X 1200),R9-7-1C,NEXT...KM (1200 X 240),,,,,-28.39447,114.64707,Other,247803,22195834,,NEXT 1.8KM,,,{5B70CCD5-F3E5-4603-B184-FE5CF4B08024}
114.629779,-28.352915,H007,North West Coastal Hwy,Hampton St,51.99,Single,51.96,State Road,14,Mid West-Gascoyne,513,Northampton,Median,,,,1,R2-3A(L),KEEP LEFT (450 X 600),,,,,,,-28.352915,114.629779,Other,247803,22195835,PANEL NO 1,,,,{B962CDEA-770A-4397-B9AF-04537F642CCB}
114.629828,-28.352197,M058,Northampton Kalbarri,Stephen St,0.02,Single,0.02,State Road,14,Mid West-Gascoyne,513,Northampton,Median,,,,1,R2-3A(L),KEEP LEFT (450 X 600),,,,,,,-28.352197,114.629828,Other,203544791,22195836,,,,,{61C51B1F-ACC4-4C75-86F2-E2CD048C9442}
114.629973,-28.352418,H007,North West Coastal Hwy,Hampton St,52.04,Single,52.01,State Road,14,Mid West-Gascoyne,513,Northampton,Median,,,,1,R2-3B(L),KEEP LEFT (600 X 800),,,,,,,-28.352418,114.629973,Other,247803,22195837,Panel No 1,,,,{C925E4FE-22F8-474A-873D-5174952AB9C8}
114.630077,-28.35224,H007,North West Coastal Hwy,Hampton St,52.07,Single,52.04,State Road,14,Mid West-Gascoyne,513,Northampton,Median,,,,1,R2-3A(L),KEEP LEFT (450 X 600),,,,,,,-28.35224,114.630077,Other,247803,22195838,PANEL NO 1,,,,{039EA7D2-33B2-4F66-82ED-7412DCDAFFB2}
114.630222,-28.352029,H007,North West Coastal Hwy,Hampton St,52.1,Single,52.07,State Road,14,Mid West-Gascoyne,513,Northampton,Median,,,,1,R2-3A(L),KEEP LEFT (450 X 600),,,,,,,-28.352029,114.630222,Other,247803,22195839,PANEL NO 1,,,,{873014E6-2446-4455-9811-96960F7EB059}
114.63029,-28.351926,H007,North West Coastal Hwy,Hampton St,52.11,Single,52.08,State Road,14,Mid West-Gascoyne,513,Northampton,Median,,2019/06/10 16:00:00+00,,1,R2-3B(L),KEEP LEFT (600 X 800),,,,,,,-28.351926,114.63029,Other,247803,22195840,Panel No 1,,,,{3190D5AC-5673-4A76-A053-468219CDE469}
114.63035,-28.352014,5130099,Stephen St,Stephen St,0.008,Single,0.008,Local Road,14,Mid West-Gascoyne,513,Northampton,Median,,,,1,R2-3A(L),KEEP LEFT (450 X 600),,,,,,,-28.352014,114.63035,Other,240337,22195841,,,,,{67008445-DF8A-4336-8365-8E39A6954FE3}
114.630363,-28.351823,H007,North West Coastal Hwy,Hampton St,52.13,Single,52.1,State Road,14,Mid West-Gascoyne,513,Northampton,Median,,2019/06/10 16:00:00+00,,1,R2-3B(L),KEEP LEFT (600 X 800),,,,,,,-28.351823,114.630363,Other,247803,22195842,Panel No 1,,,,{0EF9261E-F83D-4158-B4ED-89EA0014CD55}
114.630489,-28.352031,5130099,Stephen St,Stephen St,0.022,Single,0.022,Local Road,14,Mid West-Gascoyne,513,Northampton,Median,,,,1,R2-3A(L),KEEP LEFT (450 X 600),,,,,,,-28.352031,114.630489,Other,240337,22195843,,,,,{A756F7E5-F793-4AE1-ABC0-B5E6F8B49B1D}
116.014857,-29.209012,5110105,Grove St,Grove St,0.487,Left,0.487,Local Road,14,Mid West-Gascoyne,511,Morawa,Median,,,,1,R2-3A(L),KEEP LEFT (450 X 600),,,,,,,-29.209012,116.014857,Other,218029,22195844,,,,,{2719C569-5E42-47B6-A386-DB4158380D19}
116.009587,-29.20777,5110094,Solomon Tce,Solomon Tce,0.012,Single,0.012,Local Road,14,Mid West-Gascoyne,511,Morawa,Median,,,,1,R2-3A(L),KEEP LEFT (450 X 600),,,,,,,-29.20777,116.009587,Other,239556,22195845,,,,,{0BB918F4-3049-4DB0-938C-80099EB9C764}
116.010176,-29.207695,5110094,Solomon Tce,Solomon Tce,0.077,Single,0.077,Local Road,14,Mid West-Gascoyne,511,Morawa,Median,,,,1,R2-3A(L),KEEP LEFT (450 X 600),,,,,,,-29.207695,116.010176,Other,239556,22195846,,,,,{1CD91CD9-E102-4CCE-A309-1AE89A2A5FE1}
116.220065,-30.713984,H006,Great Northern Hwy,Great Northern Hwy,146.23,Single,142.14,State Road,8,Wheatbelt,510,Moora,Right,,2015/08/10 16:00:00+00,,2,R6-29C,KEEP LEFT UNLESS OVERTAKING (2400 X 1200),R9-7-1C,NEXT...KM (1200 X 240),,,,,-30.713984,116.220065,Other,247653,22195847,,,,,{6E7803C9-140D-49B3-AC31-BB384F11C075}
115.440073,-29.194027,5090045,Phillip St,Phillip St,0.447,Single,0.447,Local Road,14,Mid West-Gascoyne,509,Mingenew,Verge,,,,2,MR-RS-7A,CATEGORY 2 - SCHOOL ZONE (600 X 1200),R4-9B,END SCHOOL ZONE (600 X 600),,,,,-29.194027,115.440073,Other,233622,22195848,,,,,{BA9A9770-9078-4B2F-9448-D36636A9F5D7}
115.440067,-29.193953,5090045,Phillip St,Phillip St,0.448,Single,0.448,Local Road,14,Mid West-Gascoyne,509,Mingenew,Verge,,,,2,MR-RS-7A,CATEGORY 2 - SCHOOL ZONE (600 X 1200),R4-9B,END SCHOOL ZONE (600 X 600),,,,,-29.193953,115.440067,Other,233622,22195849,,,,,{211BD80E-AA1A-4289-B986-94ACF5D1FB28}
114.93247,-29.26413,5080223,Cuff Wy,Cuff Wy,0.03,Single,0.03,Local Road,14,Mid West-Gascoyne,508,Irwin,Verge,,,,1,R2-3A(L),KEEP LEFT (450 X 600),,,,,,,-29.26413,114.93247,Other,230523887,22195850,,,,,{9C354F7C-753C-416E-BBF2-EAA18BB23BA9}
114.93103,-29.26449,5080223,Cuff Wy,Cuff Wy,0.2,Single,0.2,Local Road,14,Mid West-Gascoyne,508,Irwin,Verge,,,,1,R2-3A(L),KEEP LEFT (450 X 600),,,,,,,-29.26449,114.93103,Other,230523887,22195851,,,,,{2F0BF6D8-83E6-4305-BE36-0D689854D26C}
114.933648,-29.264581,5080060,Blenheim Rd,Blenheim Rd,0.446,Single,0.446,Local Road,14,Mid West-Gascoyne,508,Irwin,Median,,,,1,R2-3A(L),KEEP LEFT (450 X 600),,,,,,,-29.264581,114.933648,Other,204352,22195852,,,,,{BB7DB696-55F0-499C-AA1C-2F023B93120E}
114.930495,-29.251409,5080003,Church St,Church St,0.042,Single,0.042,Local Road,14,Mid West-Gascoyne,508,Irwin,Verge,,,,2,MR-RS-7A,CATEGORY 2 - SCHOOL ZONE (600 X 1200),R4-9B,END SCHOOL ZONE (600 X 600),,,,,-29.251409,114.930495,Other,208493,22195853,,,,,{45FF0908-4F19-43BC-B79B-D6E82CBD7EBE}
114.934057,-29.264575,5080060,Blenheim Rd,Blenheim Rd,0.485,Single,0.485,Local Road,14,Mid West-Gascoyne,508,Irwin,Median,,,,1,R2-3A(L),KEEP LEFT (450 X 600),,,,,,,-29.264575,114.934057,Other,204352,22195854,,,,,{752A7A24-1264-448C-AA7C-5017D4F6FBDC}
114.930763,-29.251497,5080003,Church St,Church St,0.017,Single,0.017,Local Road,14,Mid West-Gascoyne,508,Irwin,Median,,,,1,R2-3A(L),KEEP LEFT (450 X 600),,,,,,,-29.251497,114.930763,Other,208493,22195855,,,,,{B0FBFCD0-CB22-4D1B-96E5-94E460E8BED2}
114.930925,-29.251701,5080041,Hunt - Waldeck St,Hunt - Waldeck St,0.541,Single,0.541,Local Road,14,Mid West-Gascoyne,508,Irwin,Median,,,,1,R2-3A(L),KEEP LEFT (450 X 600),,,,,,,-29.251701,114.930925,Other,220871,22195856,,,,,{21876B9C-6684-4911-BF64-78CB3B5AF998}
114.955001,-29.253127,H004,Brand Hwy,Brand Hwy,302.59,Single,300.63,State Road,14,Mid West-Gascoyne,508,Irwin,Right,,2024/07/30 16:00:00+00,,1,R2-6B(R),NO RIGHT TURN (600 X 600),,,,,,,-29.253127,114.955001,Other,247578,22195857,,,,,{A6A0D7AE-10C7-431C-B4D6-AFED78B22E31}
114.955302,-29.253216,H004,Brand Hwy,Brand Hwy,302.57,Single,300.61,State Road,14,Mid West-Gascoyne,508,Irwin,Left,,,,1,R2-4B,NO ENTRY (600 X 600),,,,,,,-29.253216,114.955302,Other,247578,22195858,,,,,{AFB21A2C-51FF-4B47-AD85-38D2D0C71290}
114.955548,-29.253154,H004,Brand Hwy,Brand Hwy,302.54,Single,300.58,State Road,14,Mid West-Gascoyne,508,Irwin,Left,,,,1,R2-4B,NO ENTRY (600 X 600),,,,,,,-29.253154,114.955548,Other,247578,22195859,,,,,{0402878A-19A1-44C7-AA90-9B4C3E21BFAC}
114.955629,-29.25311,H004,Brand Hwy,Brand Hwy,302.53,Single,300.57,State Road,14,Mid West-Gascoyne,508,Irwin,Left,,,,1,R2-6B(L),NO LEFT TURN (600 X 600),,,,,,,-29.25311,114.955629,Other,247578,22195860,,,,,{41FB1492-AE15-407B-9CE7-60F6E5D3574C}
114.956304,-29.252785,H004,Brand Hwy,Brand Hwy,302.46,Single,300.5,State Road,14,Mid West-Gascoyne,508,Irwin,Right,,2024/07/30 16:00:00+00,,1,R2-6B(R),NO RIGHT TURN (600 X 600),,,,,,,-29.252785,114.956304,Other,247578,22195861,,,,,{D83122B3-7ED0-4163-9C70-D212FFBDAA97}
114.956454,-29.252912,H004,Brand Hwy,Brand Hwy,302.45,Single,300.49,State Road,14,Mid West-Gascoyne,508,Irwin,Left,,2024/07/30 16:00:00+00,,1,R2-4B,NO ENTRY (600 X 600),,,,,,,-29.252912,114.956454,Other,247578,22195862,,,,,{FBD96719-73F1-4674-87D4-520E740E9D99}
114.956597,-29.252904,H004,Brand Hwy,Brand Hwy,302.43,Single,300.47,State Road,14,Mid West-Gascoyne,508,Irwin,Left,,,,1,R2-4B,NO ENTRY (600 X 600),,,,,,,-29.252904,114.956597,Other,247578,22195863,,,,,{C438A950-FD47-4341-8FF6-639C06230455}
114.956694,-29.252857,H004,Brand Hwy,Brand Hwy,302.42,Single,300.46,State Road,14,Mid West-Gascoyne,508,Irwin,Left,,,,1,R2-6B(L),NO LEFT TURN (600 X 600),,,,,,,-29.252857,114.956694,Other,247578,22195864,,,,,{27E3723E-7D89-4EA7-8452-D1E746A1154C}
115.46345,-31.21717,M045,Indian Ocean Dr,Indian Ocean Dr,47.36,Single,47.36,State Road,14,Mid West-Gascoyne,507,Gingin,Left,,,,2,R6-29C,KEEP LEFT UNLESS OVERTAKING (2400 X 1200),R9-7-1C,NEXT...KM (1200 X 240),,,,,-31.21717,115.46345,Other,247614,22195865,,1.1 KM,,,{EB501E25-B050-4132-8DC2-8F5E0EFADA10}
115.483002,-28.556599,H050,Geraldton Mt Magnet Rd,Geraldton Mt Magnet Rd,91.87,Single,92.72,State Road,14,Mid West-Gascoyne,505,Greater Geraldton (C),Right,,,,1,MR-RM-10,TRUCK CHECK BAY (3500 X 1730),,,,,,,-28.556599,115.483002,Other,247642,22195866,,,,,{E816B51C-A91A-4AEB-AD4A-0F06F2F8E790}
121.707228,-33.14767,6040055,Logan Rd,Logan Rd,0.03,Single,0.03,Local Road,5,Goldfields - Esperance,604,Esperance,Verge,,,0,2,R6-24A,RAILWAY CROSSING (POSITION) (1350 X 178 - EACH CROSSARM),R1-1B,STOP (750 X 750),,,,,-33.14767,121.707228,Other,225638,22195867,,,,,{46308C94-EB23-4980-A1C1-8E657278BA3A}
121.707402,-33.147664,6040055,Logan Rd,Logan Rd,0.05,Single,0.05,Local Road,5,Goldfields - Esperance,604,Esperance,Verge,,,0,2,R6-24A,RAILWAY CROSSING (POSITION) (1350 X 178 - EACH CROSSARM),R1-1B,STOP (750 X 750),,,,,-33.147664,121.707402,Other,225638,22195868,,,,,{AC2B29E6-F54C-4E60-B292-2E1ED3384A65}
